,nome,instagram,urls,likes_avg
264,Bryan Cristante,https://www.instagram.com/bryancristante/,https://web.stagram.com/bryancristante,22178.6
265,Mattia Caldara,https://www.instagram.com/mattiacaldara/,https://web.stagram.com/mattiacaldara,56902.9
266,Julian Weigl,https://www.instagram.com/juweigl/,https://web.stagram.com/juweigl,21727.4
267,Alejandro Grimaldo,https://www.instagram.com/grimaldo35/,https://web.stagram.com/grimaldo35,15999.2
268,Ben Davies,https://www.instagram.com/bendavies33/,https://web.stagram.com/bendavies33,13192.8
269,Stanislav Lobotka,https://www.instagram.com/stanleylobotka37/,https://web.stagram.com/stanleylobotka37,3499.8
270,Victor Lindelöf,https://www.instagram.com/victorlindelof/,https://web.stagram.com/victorlindelof,129585.7
271,Jean-Philippe Gbamin,https://www.instagram.com/jpgbamin25/,https://web.stagram.com/jpgbamin25,2174.5
272,Nathan Aké,https://www.instagram.com/nathanake/,https://web.stagram.com/nathanake,13990.4
273,Matteo Politano,https://www.instagram.com/matteo_poli7/,https://web.stagram.com/matteo_poli7,57867.5
274,Matías Vecino,https://www.instagram.com/vecino/,https://web.stagram.com/vecino,34086.8
275,Ross Barkley,https://www.instagram.com/rossbarkley/,https://web.stagram.com/rossbarkley,61834.6
276,Simone Verdi,https://www.instagram.com/simoneverdi/,https://web.stagram.com/simoneverdi,22453.5
277,Dennis Praet,https://www.instagram.com/dennispraet/?hl=it,https://web.stagram.com/dennispraet,6052.6
278,Faouzi Ghoulam,https://www.instagram.com/ghoulam.faouzi/,https://web.stagram.com/ghoulam.faouzi,37448.7
279,Matthias Ginter,https://www.instagram.com/matzeginter28/,https://web.stagram.com/matzeginter28,12331.9
280,Emil Forsberg,https://www.instagram.com/eforsberg10/,https://web.stagram.com/eforsberg10,18562.1
281,Marcel Sabitzer,https://www.instagram.com/marcel7sabitzer/,https://web.stagram.com/marcel7sabitzer,7847.6
282,Thorgan Hazard,https://www.instagram.com/thorgan10/,https://web.stagram.com/thorgan10,51147.8
283,Thomas Meunier,https://www.instagram.com/thomas12meunier/,https://web.stagram.com/thomas12meunier,20003.8
284,Shkodran Mustafi,https://www.instagram.com/shkodranmustafi/,https://web.stagram.com/shkodranmustafi,80274.5
285,Sime Vrsaljko,https://www.instagram.com/simevrsaljko2/,https://web.stagram.com/simevrsaljko2,117498.4
286,Iago Aspas,https://www.instagram.com/i.aspas10/,https://web.stagram.com/i.aspas10,14715.7
287,Vitolo,https://www.instagram.com/vitolomperez20/,https://web.stagram.com/vitolomperez20,12210.8
288,Pedro,https://www.instagram.com/_pedro17_/,https://web.stagram.com/_pedro17_,63950.7
289,Asier Illarramendi,https://www.instagram.com/illarra4/,https://web.stagram.com/illarra4,3574.6
290,Aleksandar Mitrovic,https://www.instagram.com/aleksandar_mitrovic_45/,https://web.stagram.com/aleksandar_mitrovic_45,15284.2
291,David Luiz,https://www.instagram.com/davidluiz_4/,https://web.stagram.com/davidluiz_4,138042.2
292,Marko Arnautovic,https://www.instagram.com/m.arnautovic7/,https://web.stagram.com/m.arnautovic7,22564.2
293,Arturo Vidal,https://www.instagram.com/kingarturo23oficial/,https://web.stagram.com/kingarturo23oficial,285384.1
294,Sami Khedira,https://www.instagram.com/sami_khedira6/,https://web.stagram.com/sami_khedira6,109272.0
295,Edin Dzeko,https://www.instagram.com/ed_dzeko/,https://web.stagram.com/ed_dzeko,62032.6
296,Luka Modric,https://www.instagram.com/lukamodric10/,https://web.stagram.com/lukamodric10,1060361.3
297,Cesc Fàbregas,https://www.instagram.com/cescf4bregas/,https://web.stagram.com/cescf4bregas,136255.4
298,Danilo Pereira,https://www.instagram.com/iamdanilopereira/,https://web.stagram.com/iamdanilopereira,16652.4
299,José Callejón,https://www.instagram.com/jcallejon21,https://web.stagram.com/jcallejon21,23011.8
