nome,wiki,urls,wiki_visual,wiki_avg
Bryan Cristante,https://en.wikipedia.org/wiki/Bryan_Cristante,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Bryan_Cristante,144692,409
Mattia Caldara,https://en.wikipedia.org/wiki/Mattia_Caldara,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Mattia_Caldara,295390,834
Julian Weigl,https://en.wikipedia.org/wiki/Julian_Weigl,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Julian_Weigl,118819,336
Alejandro Grimaldo,https://en.wikipedia.org/wiki/Álex_Grimaldo,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Álex_Grimaldo,70538,199
Ben Davies,"https://en.wikipedia.org/wiki/Ben_Davies_(footballer,_born_1993)","https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Ben_Davies_(footballer,_born_1993)",147546,417
Stanislav Lobotka,https://en.wikipedia.org/wiki/Stanislav_Lobotka,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Stanislav_Lobotka,54635,154
Victor Lindelöf,https://en.wikipedia.org/wiki/Victor_Lindelöf,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Victor_Lindelöf,349372,987
Jean-Philippe Gbamin,https://en.wikipedia.org/wiki/Jean-Philippe_Gbamin,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Jean-Philippe_Gbamin,21229,60
Nathan Aké,https://en.wikipedia.org/wiki/Nathan_Aké,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Nathan_Aké,233317,659
Matteo Politano,https://en.wikipedia.org/wiki/Matteo_Politano,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Matteo_Politano,149947,424
Matías Vecino,https://en.wikipedia.org/wiki/Matías_Vecino,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Matías_Vecino,171665,485
Ross Barkley,https://en.wikipedia.org/wiki/Ross_Barkley,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Ross_Barkley,702882,1986
Simone Verdi,https://en.wikipedia.org/wiki/Simone_Verdi,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Simone_Verdi,140047,396
Dennis Praet,https://en.wikipedia.org/wiki/Dennis_Praet,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Dennis_Praet,53176,150
Faouzi Ghoulam,https://en.wikipedia.org/wiki/Faouzi_Ghoulam,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Faouzi_Ghoulam,78730,222
Matthias Ginter,https://en.wikipedia.org/wiki/Matthias_Ginter,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Matthias_Ginter,123226,348
Emil Forsberg,https://en.wikipedia.org/wiki/Emil_Forsberg,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Emil_Forsberg,266569,753
Marcel Sabitzer,https://en.wikipedia.org/wiki/Marcel_Sabitzer,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Marcel_Sabitzer,47845,135
Thorgan Hazard,https://en.wikipedia.org/wiki/Thorgan_Hazard,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Thorgan_Hazard,643693,1818
Thomas Meunier,https://en.wikipedia.org/wiki/Thomas_Meunier,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Thomas_Meunier,367682,1039
Shkodran Mustafi,https://en.wikipedia.org/wiki/Shkodran_Mustafi,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Shkodran_Mustafi,384173,1085
Sime Vrsaljko,https://en.wikipedia.org/wiki/Šime_Vrsaljko,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Šime_Vrsaljko,458282,1295
Iago Aspas,https://en.wikipedia.org/wiki/Iago_Aspas,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Iago_Aspas,489044,1381
Vitolo,https://en.wikipedia.org/wiki/Vitolo,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Vitolo,3842,11
Pedro,"https://en.wikipedia.org/wiki/Pedro_(footballer,_born_1987)","https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Pedro_(footballer,_born_1987)",202740,573
Asier Illarramendi,https://en.wikipedia.org/wiki/Asier_Illarramendi,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Asier_Illarramendi,105389,298
Aleksandar Mitrovic,https://en.wikipedia.org/wiki/Aleksandar_Mitrovic_(footballer),https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Aleksandar_Mitrovic_(footballer),114,0
David Luiz,https://en.wikipedia.org/wiki/David_Luiz,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=David_Luiz,704806,1991
Marko Arnautovic,https://en.wikipedia.org/wiki/Marko_Arnautovic,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Marko_Arnautovic,1419,4
Arturo Vidal,https://en.wikipedia.org/wiki/Arturo_Vidal,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Arturo_Vidal,968559,2736
Sami Khedira,https://en.wikipedia.org/wiki/Sami_Khedira,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Sami_Khedira,574768,1624
Edin Dzeko,https://en.wikipedia.org/wiki/Edin_Džeko,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Edin_Džeko,848010,2396
Luka Modric,https://en.wikipedia.org/wiki/Luka_Modric,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Luka_Modric,19508,55
Cesc Fàbregas,https://en.wikipedia.org/wiki/Cesc_Fàbregas,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Cesc_Fàbregas,1035506,2925
Danilo Pereira,https://en.wikipedia.org/wiki/Danilo_Pereira_(Portuguese_footballer),https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Danilo_Pereira_(Portuguese_footballer),66636,188
José Callejón,https://en.wikipedia.org/wiki/José_Callejón,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=José_Callejón,182964,517
