nome,nome_chiave,eta,ruolo,ruolo_dettaglio,squadra,nazione_squadra,nazione_giocatore,instagram_followers,facebook_followers,twitter_followers,insta_likes_avg,google_hits,google_hits_1,wiki_visual,insta_hashtag,GER_kicker,GER_bild_G,GER_eurosport_G,ITA_corriere,ITA_sky_G,ITA_gazzetta_G,ENG_thesun,ENG_sky_G,ENG_guardian_G,SPA_marca,SPA_as_G,SPA_mundodep_G,FRA_francefootball_G,FRA_lequipe_G,FRA_eurosport_G,FRA_le10sport_G,INT_eurosport_G,INT_espn_G,INT_bein_G,pres_2018_tot,goal_2018_tot,assist_2018_tot,pres_2018_CL,goal_2018_CL,assist_2018_CL,pres_2017_tot,goal_2017_tot,assist_2017_tot,pres_2017_CL,goal_2017_CL,assist_2017_CL,pres_tot,goal_tot,assist_tot,pres_tot_CL,goal_tot_CL,assist_tot_CL,whoscored1819,valore,Instagram,Facebook,Twitter,SOCIAL,Germania,Francia,Italia,Spagna,Inghilterra,Internazionale,MEDIA,GOOGLE,WIKIPEDIA,IPOP
Christian Eriksen,Eriksen,26,Centrocampista,Trequartista,Tottenham Hotspur,Inghilterra,Danimarca,1327963.0,,640482.0,72236.2,16500000,35200000,643342,69120,236,261,245,195,373,6930,1004,70000,1170,318,1240,565,271,2740,3850,804,2230,5570,1440,22,4,8,5,2,1,47,14,13,6,2,1,414,97,142,33,6,9,6.85,80000000,0.49344231510069836,0.45852511326946965,0.541116499264888,0.49769464254501866,0.5560066628595478,0.648743113354763,0.6555718592990946,0.4527499999799773,0.844719421648508,0.7236565795545461,0.6469079394494062,0.53754291318282,0.5073322380111274,0.5835824286841309
Robert Lewandowski,Lewandowski,30,Attaccante,Punta centrale,FC Bayern Monaco,Germania,Polonia,13819513.0,9228979.0,1147239.0,279147.2,23400000,41000000,1466554,345737,3076,4610,3610,739,417,1190,671,1810,1330,1011,7750,2700,797,5030,1580,1520,5350,1230,5310,24,22,5,6,8,0,48,41,5,11,5,2,520,338,101,78,53,16,7.43,80000000,0.6880713083457501,0.7595624612542781,0.5971987645248785,0.6816108447083024,0.8582728026556882,0.6819876757924095,0.6600082240630752,0.6215624083293335,0.7099416798387369,0.752196094651436,0.7139948142217798,0.5539383350242912,0.6298772584929363,0.6829651829975284
Toni Kroos,Kroos,28,Centrocampista,Centrale,Real Madrid CF,Spagna,Germania,20210938.0,12387870.0,7338466.0,638051.0,8400000,13300000,1216986,586922,2728,4960,1990,467,277,717,550,813,959,2281,30300,3240,801,1240,957,1700,4500,1720,2260,21,1,2,6,1,2,43,5,10,12,0,3,499,58,122,95,8,23,7.13,80000000,0.7544694143906426,0.7869312153818808,0.7757495040981105,0.772383377956878,0.8351142454174058,0.6130276664319261,0.6104875485131828,0.7157754919475496,0.6636788588180127,0.7247064389919595,0.693798375020006,0.4329222491589316,0.6021351741640854,0.6831816188466987
Sergio Agüero,Aguero,30,Attaccante,Punta centrale,Manchester City,Inghilterra,Argentina,10622135.0,10934432.0,13138845.0,252793.5,6630000,37400000,1732784,325758,747,877,545,665,525,2580,2381,6850,2600,4823,7290,3020,791,1700,1040,1650,4650,4350,3850,19,12,3,3,2,0,39,30,7,7,4,1,577,329,107,64,33,8,7.69,80000000,0.6722329872147453,0.775327936829172,0.8317885533674723,0.7597831591371298,0.6751316533889047,0.6271784250758946,0.687963810127361,0.6824261875570939,0.8271609556853866,0.7795291466933355,0.7132316964213294,0.5440596142847568,0.6546859472501062,0.7052259288612936
Pierre-Emerick Aubameyang,Aubameyang,29,Attaccante,Punta centrale,FC Arsenal,Inghilterra,Gabon,7855421.0,719912.0,1064506.0,266064.6,5870000,16800000,2342493,209694,1370,3200,2230,548,547,1120,1590,10400,845,408,2390,943,2000,11300,2780,2340,1930,4260,3400,23,14,3,0,0,0,38,31,7,6,4,0,440,220,76,32,15,3,7.13,75000000,0.6498865284321123,0.5223876278175702,0.5899974212269153,0.587423859158866,0.7938098784428572,0.7644636754684705,0.6548833019516557,0.5054131319078253,0.7862370706546423,0.7422870239624109,0.7078490137313104,0.45803412800467425,0.6995232203430494,0.6515384552920168
Thomas Lemar,Thomas Lemar,23,Attaccante,Ala sinistra,Atlético de Madrid,Spagna,Francia,895956.0,,,77563.5,3230000,3890000,669227,6386,74,126,76,33,42,80,511,1150,188,61,1080,309,553,769,508,673,778,273,1190,22,2,3,5,0,1,38,3,10,3,0,0,184,25,41,20,2,6,6.84,70000000,0.4091121308115102,0.4148272393645003,0.44739319051224663,0.423777520229419,0.44025257600728834,0.5608738461215247,0.36415668048000405,0.36526390423046823,0.615182491416041,0.5712053504820084,0.4861558081228891,0.30077563866514084,0.5131988021398389,0.4547492591118702
Sadio Mané,Sadio Mané,26,Attaccante,Ala sinistra,FC Liverpool,Inghilterra,Senegal,2846176.0,618004.0,,272329.8,4970000,6030000,1472483,56023,184,202,410,19,129,363,1383,6920,748,322,582,277,261,268,222,211,1580,709,1030,23,8,3,6,1,2,44,20,9,11,10,1,278,112,67,17,11,3,7.33,70000000,0.5731497017354226,0.5081965989347615,0.5308936413954238,0.5374133140218693,0.553949681859323,0.466780754709756,0.42748554144360446,0.3998808343894941,0.762793499018971,0.6250166657941585,0.5393178295358846,0.3478937349894938,0.6304772961016938,0.5296834500338276
Samuel Umtiti,Umtiti,25,Difensore,Difensore centrale,FC Barcellona,Spagna,Francia,5612100.0,1377227.0,1034246.0,282891.8,3590000,5690000,942965,253736,137,135,229,201,121,231,336,320,268,519,10900,2990,2130,2210,1170,7780,2380,1050,3070,8,0,1,1,0,0,40,1,0,9,0,0,261,7,4,22,0,0,6.6,70000000,0.646056424414931,0.5826998381861984,0.5872227916452151,0.6053263514154482,0.5074120278032068,0.6770303831333399,0.510487394520588,0.613372183520301,0.5682774959950698,0.6961261586663733,0.59545094060648,0.3416552097259631,0.5641960085055627,0.5722305378287955
Marco Verratti,Verratti,26,Centrocampista,Centrale,FC Paris Saint-Germain,Francia,Italia,4250907.0,2121634.0,,119613.3,5060000,7200000,345301,58771,155,270,176,900,711,2000,320,221,324,410,3900,965,1740,2570,3790,15700,1700,403,4180,18,0,1,5,0,0,38,2,7,8,2,2,336,10,55,49,3,6,6.95,70000000,0.553321243619934,0.6228753370439838,0.5935988608208805,0.5899318138282661,0.5273253718751262,0.7136220134182819,0.7031941732343423,0.5269248670459336,0.5605537737749293,0.6619757998056014,0.6155993331923691,0.36695583778172475,0.4147892858242361,0.567739687658634
Koke,Koke,26,Centrocampista,Centrale,Atlético de Madrid,Spagna,Spagna,1985163.0,1292100.0,921243.0,31600.5,10200000,17400000,258587,77740,264,193,112,210,213,324,143,899,562,3041,11600,4840,356,520,678,146,2320,670,1530,21,4,2,5,2,1,51,6,7,4,0,0,395,38,92,54,5,9,6.93,70000000,0.4756048828756175,0.5767677815579034,0.5760904675784456,0.5428210440039889,0.5239932222082606,0.5394565729374223,0.542604238357716,0.6984804102241559,0.596676498651914,0.6522080708461031,0.592236502204262,0.4618061868749947,0.37178158655738847,0.5468609016972658
Jordi Alba,Jordi Alba,29,Difensore,Terzino sinistro,FC Barcellona,Spagna,Spagna,10575116.0,3652201.0,2207921.0,172584.8,22900000,23000000,397364,179446,343,125,183,235,147,3250,237,321,313,2180,9910,4710,410,421,539,1630,2600,1700,1430,23,2,9,5,1,3,48,3,11,8,0,0,414,24,57,59,3,6,7.1,70000000,0.637078946914206,0.6733736649649871,0.6601892455150234,0.6568806191314055,0.5375987372279375,0.529169430130508,0.6072829451740197,0.6782302987223856,0.5604901746294766,0.6867609174412447,0.5999220838875953,0.4917992163909711,0.43567506458450594,0.5906953310632059
David de Gea,De Gea,28,Portiere,Portiere,Manchester United,Inghilterra,Spagna,10259313.0,6833359.0,11775038.0,381655.3,34300000,73300000,1227163,333626,452,766,287,320,245,638,1747,2520,1940,2493,13500,14500,721,1450,4150,2150,4170,8880,1930,23,0,0,5,0,0,46,0,0,6,0,0,422,0,1,39,0,0,6.55,70000000,0.6897313243262152,0.7316207324136317,0.8212443695030189,0.7475321420809552,0.6265013492105452,0.6628645288866268,0.5866071884655241,0.7303044862035177,0.7710979047644747,0.7741402024436544,0.6919192766623904,0.6163903315836269,0.6033736743960597,0.6921705538360814
Marcelo,Marcelo,30,Difensore,Terzino sinistro,Real Madrid CF,Spagna,Brasile,34121574.0,19824540.0,11099.0,727369.8,328000000,422000000,1163038,1047420,2827,1320,707,1553,947,2140,933,1290,2300,8560,60400,9080,2460,5570,2410,6740,7800,6540,5400,16,3,3,4,1,1,44,5,11,11,3,4,475,39,87,93,9,20,7.06,70000000,0.7972033454576577,0.8306479441008786,0.15093454881182902,0.5929286127901218,0.7565245508577362,0.7406799007570751,0.7382680277160762,0.8267376160760272,0.7303904207774341,0.8257806090936145,0.7697301875463273,0.8045502672188001,0.5953919143405605,0.7088281041097899
Luis Suárez,Luis Suarez,31,Attaccante,Punta centrale,FC Barcellona,Spagna,Uruguay,31348782.0,18773048.0,15226778.0,526185.5,79400000,124000000,2337536,420881,796,890,666,647,424,1050,1619,2730,2800,4160,42800,13400,25000,62000,1290,4620,7800,5570,4830,21,11,6,4,0,2,51,31,18,10,1,3,548,371,210,47,20,16,7.58,70000000,0.7519671667901369,0.8255810045469593,0.8459783949645977,0.8078421887672312,0.6852790279913288,0.8957675763617022,0.6510265878706735,0.7962179028776516,0.7838301983769992,0.8157467290763275,0.7713113370924471,0.6729014690599566,0.6992081757555499,0.7657731121519894
Miralem Pjanic,Pjanic,28,Centrocampista,Centrale,Juventus FC,Italia,Bosnia-Erzegovina,3238611.0,988563.0,417207.0,189836.7,3110000,12300000,504721,109346,260,131,160,2496,1220,11300,214,422,344,293,2560,942,303,423,494,794,2170,534,2690,21,3,2,6,2,0,44,7,14,8,1,1,456,69,100,60,11,9,7.2,70000000,0.5825837167164465,0.5518719213506608,0.49987558236370944,0.5447770734769389,0.5223864907213279,0.5154815814934698,0.8195819740197471,0.49554757382370457,0.5691809589253455,0.6636512898241899,0.5976383114679641,0.4245201107851498,0.4712420813548202,0.5559930255798702
Ivan Rakitic,Rakitic,30,Centrocampista,Centrale,FC Barcellona,Spagna,Croazia,12877683.0,4033976.0,1335027.0,311483.4,8310000,10500000,1247654,391840,754,655,352,379,2400,502,407,519,500,2270,8210,5660,1780,3950,4600,2670,3810,2810,3650,24,3,6,6,1,2,55,4,5,10,1,0,593,100,104,59,6,8,7.0,70000000,0.6941141455586183,0.6826173914640257,0.6117841265425877,0.6628385545217439,0.6507299594781424,0.7369693185970941,0.6652263511157029,0.6773958222757329,0.6139852663423199,0.7547593729855052,0.683177681799083,0.4075121935686304,0.6058364875985396,0.6455391305024454
Casemiro,Casemiro,26,Centrocampista,Mediano,Real Madrid CF,Spagna,Brasile,9457330.0,4300289.0,1601397.0,262246.2,7290000,6540000,517856,244738,231,197,194,271,180,399,293,373,234,1588,11500,2750,344,459,460,309,2560,823,1490,19,1,0,4,1,0,48,7,3,12,1,0,292,26,23,50,5,3,7.01,70000000,0.6608093691694928,0.6885612078520962,0.6292877983311362,0.6595527917842418,0.5375672241691882,0.5208678320891044,0.5541009388200246,0.6560992252373999,0.5634464823697481,0.6620309425238613,0.5823521075348878,0.3566210796712885,0.4750629264386451,0.5731322751519987
Naby Keïta,Naby Keita,23,Centrocampista,Centrale,FC Liverpool,Inghilterra,Guinea,760701.0,171716.0,,97909.5,808000,4110000,1029647,9706,328,533,341,32,26,39,446,531,214,47,1630,98,89,160,216,158,573,319,560,18,0,0,3,0,0,39,9,7,5,2,0,193,41,35,8,2,0,6.65,65000000,0.426130124029922,0.3891289128468843,0.43045557997022477,0.415238205615677,0.6059795829604462,0.4072020219195401,0.3235664269181823,0.3379666785860041,0.5883519862693384,0.5364529390394525,0.4665866059488273,0.3066892252942931,0.5772748268619962,0.44810893679057123
Marcus Rashford,Rashford,21,Attaccante,Punta centrale,Manchester United,Inghilterra,Inghilterra,5857745.0,736768.0,1437665.0,251412.2,10800000,15000000,1423015,248125,211,274,207,162,291,228,2848,9870,1310,127,3310,450,314,459,668,240,9210,2850,1760,21,5,5,6,1,0,52,13,9,8,3,2,158,42,22,14,4,2,6.75,65000000,0.6417781423498568,0.5245394292641427,0.6189105586872871,0.5950760434337622,0.5469596283509413,0.5296887354918537,0.5313758528843927,0.45196626420304103,0.8222346606254812,0.7587323291139408,0.6068262451116084,0.44585212758482234,0.6253951771300642,0.5906757186987113
Nabil Fekir,Fekir,25,Centrocampista,Trequartista,Olympique Lione,Francia,Francia,965474.0,184650.0,322120.0,94934.2,4730000,5880000,1109417,25557,58,62,335,106,166,118,256,437,205,106,2120,510,4290,15000,4040,3120,8750,1590,3740,17,7,4,5,3,2,40,23,8,0,0,0,171,64,41,10,3,2,7.07,65000000,0.4632071827873805,0.3958807170823663,0.47498909340093254,0.44469233109022643,0.4561792065258969,0.8151464778700319,0.47324967144449853,0.4300217434403484,0.5589808562342267,0.7654252254520583,0.5831671968278435,0.34518596845205995,0.5883721630782643,0.5242398459789149
Lorenzo Insigne,Insigne,27,Attaccante,Ala sinistra,SSC Napoli,Italia,Italia,842770.0,295066.0,25586.0,110741.5,6420000,28400000,384655,97507,240,165,103,2784,3550,9460,156,3610,272,251,1310,472,225,381,451,104,2210,231,1430,22,10,5,6,3,0,48,14,14,5,3,0,403,130,83,25,9,1,7.39,65000000,0.5059904855975174,0.4394611570263913,0.2312913365639103,0.392247659729273,0.5116247564948505,0.4977188920645566,0.855577387903506,0.44054693898576086,0.6215400944149883,0.6100097457209785,0.5895029692641068,0.5144688706763133,0.4308407623435612,0.5144609479811213
Thibaut Courtois,Courtois,26,Portiere,Portiere,Real Madrid CF,Spagna,Belgio,5867348.0,5447246.0,2251570.0,170586.2,10400000,31500000,1649433,161770,347,441,257,376,526,503,1314,1770,1220,2052,18500,4620,613,921,954,1890,3410,3570,2920,19,0,0,3,0,0,46,0,0,8,0,0,372,0,1,31,0,0,6.79,65000000,0.6117413142916839,0.7105429054642137,0.662072764452132,0.6614523280693433,0.5923873170666759,0.5919539660327787,0.6123713097888523,0.7016190353329174,0.7318724054454447,0.7506029127156871,0.6634678243970594,0.5256049370391339,0.6473543470541325,0.6489202922439684
Alexandre Lacazette,Lacazette,27,Attaccante,Punta centrale,FC Arsenal,Inghilterra,Francia,2591950.0,493766.0,1029268.0,182486.9,7340000,7570000,832819,135682,268,226,262,329,239,524,1654,10500,689,229,1470,798,4780,13200,3640,4130,1480,937,2310,22,8,6,0,0,0,39,17,5,0,0,0,336,154,54,18,5,3,7.12,65000000,0.5792813900659798,0.4873301009036563,0.5867585806424465,0.5511233572040275,0.5590286922041311,0.8108735877768419,0.580704331495551,0.45770340133612525,0.7808785900314202,0.6639267014232323,0.6421858840445503,0.37234251378572036,0.5457229858382656,0.5840500795912155
Bernardo Silva,Bernardo Silva,24,Attaccante,Ala destra,Manchester City,Inghilterra,Portogallo,1032045.0,222764.0,390772.0,57591.2,80300000,64200000,542196,15534,166,138,101,202,127,162,747,632,321,123,1890,645,729,918,657,450,1340,502,1460,23,6,5,5,2,0,53,9,11,9,1,2,264,50,42,32,5,4,7.23,60000000,0.42850760094764634,0.4133273976184966,0.49357760074205465,0.4451375331027325,0.488656994602825,0.5860049449510114,0.5011727435675974,0.4379806938706469,0.6282901093602732,0.6203649945350176,0.5437450801478952,0.6021413859074981,0.48189372108368456,0.5165380170169774
Ederson,Ederson,25,Portiere,Portiere,Manchester City,Inghilterra,Brasile,1423891.0,281895.0,104304.0,76567.1,6970000,8360000,634993,45310,171,202,81,139,254,407,657,527,427,152,2390,271,468,831,224,61,1050,531,858,24,0,0,6,0,0,45,0,0,9,0,0,195,0,0,25,0,0,6.69,60000000,0.48561464609419575,0.4352155460744747,0.36649708574897694,0.4291090926392158,0.4953251422516405,0.5310486608913416,0.5384987309219119,0.42986968725742,0.6272751061649419,0.5929350461647998,0.5358253956086759,0.38301281009793603,0.5053895751298048,0.4900620033452221
Anthony Martial,Martial,23,Attaccante,Ala sinistra,Manchester United,Inghilterra,Francia,5282308.0,1190939.0,1690613.0,372989.4,64800000,340000000,935591,392857,249,947,594,250,335,1120,3009,8880,8860,1801,2980,1380,1960,9660,4050,2640,3530,3830,3170,20,9,0,5,1,0,45,11,9,8,1,2,230,60,34,26,4,3,6.86,60000000,0.6693374707772852,0.5691878990601823,0.634504008404218,0.6243431260805617,0.63224864730643,0.7700651432622926,0.6047978464752176,0.5832659530227536,0.8881325375349434,0.7575353532787075,0.706007580146724,0.7813254384347892,0.5630284391075825,0.6775844306058547
Riyad Mahrez,Mahrez,27,Attaccante,Ala destra,Manchester City,Inghilterra,Algeria,2598827.0,1355133.0,1472431.0,228989.4,6660000,6820000,1028086,120698,153,160,159,426,345,314,1362,2850,1380,229,968,620,902,1880,609,732,2310,1400,2090,26,7,6,5,1,4,41,13,13,0,0,0,273,66,56,14,5,6,6.95,60000000,0.5857358208723125,0.5811962173293389,0.6212095386564946,0.5960471922860486,0.505570378689248,0.6183361496498053,0.5881527552050971,0.43249607779245586,0.7537318393232043,0.6903395270722662,0.5981044546220128,0.3611274193735021,0.5770491871952609,0.5740859010144532
Timo Werner,Timo Werner,22,Attaccante,Punta centrale,RasenBallsport Lipsia,Germania,Germania,461790.0,140511.0,,39447.1,12400000,12100000,662686,8336,1265,2140,1210,39,47,26,172,357,167,54,604,198,145,129,118,151,711,358,614,21,13,3,0,0,0,45,21,10,6,3,0,263,127,43,6,3,0,7.18,60000000,0.3633039725975076,0.3704823632567605,0.4032815382310847,0.37902262469511755,0.7557914566720494,0.3971895717111053,0.33962014598957696,0.32268124370759305,0.529676827989156,0.5518968000732493,0.4828093410237883,0.4227578967699666,0.5117380609742405,0.45167453436111715
Virgil van Dijk,Van Dijk,27,Difensore,Difensore centrale,FC Liverpool,Inghilterra,Olanda,1815799.0,,529000.0,236103.5,12800000,38800000,1130768,68205,168,247,430,191,931,1790,1167,9460,1060,159,2160,362,1600,4340,306,136,2160,4060,1340,24,1,2,6,0,1,36,2,0,6,0,0,311,32,14,18,0,1,7.39,60000000,0.556408999651385,0.49385530919263626,0.5227172960012781,0.5243272016150998,0.558375074980629,0.6483785822834675,0.643653534630396,0.4360648092212946,0.7791747994886332,0.7084812556620589,0.6290213427110799,0.5480099198707032,0.5912071363715761,0.5896660652140053
Daniel Carvajal,Carvajal,26,Difensore,Terzino destro,Real Madrid CF,Spagna,Spagna,3177922.0,637283.0,3502254.0,117677.3,17200000,43500000,350893,323257,374,412,262,278,158,296,261,324,301,2391,21300,3480,324,406,468,455,2800,719,1650,17,1,3,4,0,0,41,0,7,8,0,3,255,6,43,46,1,11,7.28,60000000,0.5941570409588611,0.5110526638020549,0.7045779775079973,0.6032625607563045,0.594045583788884,0.5146173321741766,0.5412348044262495,0.7048928998627764,0.5631206370248414,0.6644205059375964,0.5970552938690874,0.5603007035117955,0.4171784594526323,0.5790544189498059
Álvaro Morata,Morata,26,Attaccante,Punta centrale,Chelsea FC,Inghilterra,Spagna,9840989.0,7484382.0,4356784.0,293953.1,5040000,66200000,936800,329170,391,591,656,1831,11200,9380,2099,6390,844,2726,34200,24700,518,819,924,1810,13700,4660,5500,21,7,0,0,0,0,48,15,6,7,1,0,276,93,42,42,12,7,6.61,60000000,0.676352637074059,0.7400815794473881,0.7255840751863444,0.7140060972359304,0.6395693907341653,0.5803461756123663,0.8774380763818236,0.7889526047741428,0.7803225306419219,0.8347429918484924,0.7502286283321521,0.6054389649691548,0.5632204966211042,0.7101863202991785
Alisson,Alisson,26,Portiere,Portiere,FC Liverpool,Inghilterra,Brasile,3673963.0,1234101.0,404576.0,218720.2,28600000,20000000,1133248,99249,125,240,99,1018,3510,848,560,3420,343,179,11400,736,146,256,209,367,1560,3210,991,24,0,0,6,0,0,49,0,0,12,0,0,144,0,0,18,0,0,6.86,60000000,0.5904536948142142,0.5724978454863238,0.4969176931716993,0.5532897444907457,0.4942032932911082,0.44190530534909955,0.736617082380376,0.5320854662786538,0.6768155607864471,0.6767008529350306,0.5930545935034525,0.47677583518716304,0.5915329534525595,0.5715005075575159
Jorginho,Jorginho,26,Centrocampista,Mediano,Chelsea FC,Inghilterra,Italia,775397.0,,,39095.5,6480000,6240000,984075,56616,163,117,84,1106,894,1450,439,66000,275,128,807,322,266,257,147,208,1180,2980,533,20,1,0,0,0,0,39,4,4,2,1,0,276,18,22,6,1,0,6.78,60000000,0.44066273040058834,0.398091883400895,0.43487834622897964,0.42454432001015435,0.4759694172267394,0.452467760662093,0.7096697784424711,0.38272295420313623,0.7600166053044233,0.6399235969438947,0.5701283521304596,0.35157354924118955,0.5705423601095375,0.5105926347421771
Kalidou Koulibaly,Koulibaly,27,Difensore,Difensore centrale,SSC Napoli,Italia,Senegal,619359.0,86341.0,106101.0,49435.2,2370000,28700000,329865,21700,86,71,46,1326,7300,1610,246,150,158,72,1230,405,161,9820,335,4960,1380,4030,2840,23,0,2,6,0,0,45,5,1,5,0,0,321,12,12,19,0,0,7.16,60000000,0.4132970517360963,0.3252056753730856,0.3681405857015178,0.3688811042702333,0.4103085747136123,0.5983899638294923,0.7933691945191427,0.3852708956363362,0.5120400512903063,0.7212454918841403,0.5701040286455049,0.5155984010080993,0.4079878379091521,0.4955321566909983
Thiago Alcantara,Thiago Alcantara,27,Centrocampista,Centrale,FC Bayern Monaco,Germania,Spagna,4578122.0,3463398.0,25214.0,128785.2,97900000,10200000,601070,20602,966,608,171,132,160,586,155,261,265,710,2320,1250,1340,340,399,308,1030,236,640,20,2,3,3,0,2,32,7,4,10,3,0,284,38,50,49,8,11,7.36,60000000,0.5271601103167017,0.6684386119667686,0.22988219668553875,0.475160306323003,0.634469093090285,0.5544996374955612,0.5318158249085653,0.5339531551572897,0.5313526860734211,0.5520559249858182,0.5563577202851567,0.4043962464860023,0.497224424457872,0.5150225374203475
Edinson Cavani,Cavani,31,Attaccante,Punta centrale,FC Paris Saint-Germain,Francia,Uruguay,5957071.0,4893719.0,1759373.0,117515.0,9460000,64200000,1671523,275686,528,1570,708,1186,972,3420,811,2920,803,1471,16200,2400,22500,52600,17500,6700,5050,4020,6300,18,13,4,6,2,2,48,40,11,8,7,1,519,324,61,58,34,6,7.67,60000000,0.6123107312649214,0.7005800120754188,0.6383396954373135,0.6504101462592179,0.6884887504085775,0.9706357195471936,0.7425994323748618,0.663489021037391,0.7156194715993566,0.7988210546923035,0.7632755749432807,0.6021413859074981,0.6493328672386831,0.7074871037803199
Diego Costa,Diego Costa,30,Attaccante,Punta centrale,Atlético de Madrid,Spagna,Spagna,3415904.0,1824875.0,538871.0,145902.3,409000000,412000000,1637902,142459,791,689,329,677,625,2770,2035,2800,2440,4015,41800,5990,824,1430,1320,2270,6580,6740,2960,15,4,2,3,1,1,23,7,6,0,0,0,431,173,65,27,11,6,6.55,60000000,0.5811188259204589,0.6088664443773543,0.5244960743886795,0.5714937815621642,0.6522463797357815,0.6299089754209527,0.6970009572814179,0.7695889219774917,0.7885930928426094,0.7973803137230373,0.722453106830215,0.8019723823427142,0.646311006051156,0.6815893976419685
Kai Havertz,Kai Havertz,19,Centrocampista,Trequartista,Bayer 04 Leverkusen,Germania,Germania,110004.0,16778.0,,21058.2,463000,1050000,113608,2623,239,435,338,3,39,42,23,50,27,15,207,68,573,35,19,9,81,47,41,23,9,6,0,0,0,35,4,9,0,0,0,151,45,25,3,0,0,7.04,55000000,0.24765622508923532,0.1728919878938102,0.266152152253576,0.2289001217455405,0.5848474143700996,0.3386270817613027,0.24011604035744116,0.19611255890141274,0.32180564195298705,0.29645014446372725,0.3296598136344951,0.16000122585898494,0.24946202333453943,0.2794656814761015
John Stones,John Stones,24,Difensore,Difensore centrale,Manchester City,Inghilterra,Inghilterra,713225.0,,27945.0,52937.1,256000000,383000000,706979,13395,124,528,106,55,40,52,2169,3650,7960,42,758,341,108,145,129,8,1880,1350,698,22,0,0,6,0,0,29,3,0,5,3,0,227,7,1,18,4,0,6.97,55000000,0.4066974035834043,0.38879446342111434,0.2397767120863461,0.34508952636362156,0.5228734335105182,0.3937593649897258,0.37041273272171815,0.3389728979989499,0.8416952086071824,0.6390459139744561,0.5177932586337585,0.7941266702724386,0.521360245589681,0.49613773152323043
Marquinhos,Marquinhos,24,Difensore,Difensore centrale,FC Paris Saint-Germain,Francia,Brasile,2771656.0,756345.0,311661.0,79586.3,8650000,8790000,250896,66481,184,175,123,200,202,1060,214,161,168,471,1520,1020,1270,1980,3240,9600,804,1800,2210,21,2,1,5,1,0,41,2,3,8,0,1,259,17,7,42,4,2,7.23,55000000,0.5235348210479359,0.5269776375211095,0.4718132616121435,0.5074419067270629,0.5079668328695727,0.6871977875618667,0.576124823635581,0.49423335460847606,0.511265912632641,0.6634193606688833,0.57336801199617,0.38840424191774425,0.3672911600603737,0.519839017648757
Joshua Kimmich,Kimmich,23,Difensore,Terzino destro,FC Bayern Monaco,Germania,Germania,2090474.0,537236.0,,138377.5,4570000,7420000,433044,56642,954,2260,2650,120,168,177,176,181,296,119,1750,447,362,405,465,90,900,289,783,26,1,10,6,0,2,47,6,17,11,4,3,263,28,47,34,7,5,7.37,55000000,0.5324902290275139,0.495174869281271,0.5134811516386619,0.513715416649149,0.7719795809805977,0.5183588270884494,0.4916956929454586,0.4224148472122058,0.527712757722366,0.5622227431123825,0.5490640748435767,0.37019115483496196,0.44846305430132666,0.5140168098313814
Sergi Roberto,Sergi Roberto,26,Difensore,Terzino destro,FC Barcellona,Spagna,Spagna,6141541.0,,2327733.0,282920.4,11400000,345000000,316079,136995,193,77,119,160,112,178,203,262,219,1330,6950,5230,160,257,385,400,1770,918,1950,14,0,4,3,0,0,48,1,8,8,0,0,291,14,30,36,3,0,7.01,55000000,0.6304866560132742,0.6305273828954128,0.6652735149869713,0.6420958512985527,0.4811509334763609,0.4652846824845421,0.4899609745058404,0.6474438530436895,0.5350911671278008,0.6630660142706358,0.5469996041514783,0.782894702034698,0.40163875724940684,0.5811653307353303
Douglas Costa,Douglas Costa,28,Attaccante,Ala destra,Juventus FC,Italia,Brasile,5028159.0,866128.0,397910.0,192367.4,95600000,102000000,635320,67340,527,802,767,762,729,8350,254,392,694,279,2460,825,267,323,330,488,1800,512,1210,16,0,2,4,0,0,47,6,14,10,0,1,372,60,89,68,10,15,6.57,55000000,0.5844756909089931,0.5395789033475558,0.495319221482172,0.539791271912907,0.6684004868712323,0.48755875225839757,0.7421523151245374,0.4879893295310607,0.5979796799056479,0.624402919130044,0.6014139138034866,0.6519072141956473,0.505466141578724,0.5804755140303648
Alexis Sánchez,Alexis Sanchez,29,Attaccante,Ala sinistra,Manchester United,Inghilterra,Cile,9649632.0,5005045.0,2811335.0,457390.8,22000000,86700000,2341556,189361,438,823,602,298,272,605,4078,5990,1970,1454,19800,3100,470,3900,926,2710,4080,1430,3050,12,1,2,2,0,0,40,11,9,2,0,0,480,156,110,50,12,14,6.77,55000000,0.6780533599821393,0.7026713604870108,0.68343526666173,0.6880533290436267,0.6528478979306104,0.6357341986525398,0.5855481391877396,0.6792100286688791,0.8334358349117673,0.7262582073172545,0.6855057177781317,0.634437624197206,0.6994637199749132,0.6828268761792536
Mats Hummels,Hummels,29,Difensore,Difensore centrale,FC Bayern Monaco,Germania,Germania,2589705.0,4077597.0,2144844.0,72780.1,14700000,8800000,418622,110474,2618,11200,5800,197,132,445,309,374,623,431,1320,722,466,744,499,1180,9480,320,1760,15,1,1,4,1,0,41,3,4,9,1,1,484,45,24,49,4,2,7.03,55000000,0.5326863681731946,0.6836173619172925,0.6574005356908696,0.6245680885937855,0.8974125048995131,0.552803514625764,0.5333505850218133,0.47446337870033406,0.6000871279472139,0.6820988537005555,0.6233693274825324,0.3885264621099755,0.44342573843302124,0.5859884028381406
